OPEID,Name,SchoolType,R,Drate
3572,TRINITY VALLEY COMMUNITY COLLEGE                                 ,Public,Dallas,17.1
3573,HILL COLLEGE                                                     ,Public,Dallas,7.6
3574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT                            ,Public,Dallas,10.4
3580,KILGORE COLLEGE                                                  ,Public,Dallas,15.1
3581,LAMAR UNIVERSITY                                                 ,Public,Dallas,4.3
3582,LAREDO COLLEGE                                                   ,Public,Dallas,7.6
3583,LEE COLLEGE                                                      ,Public,Dallas,9.7
3590,MCLENNAN COMMUNITY COLLEGE                                       ,Public,Dallas,14.3
3592,MIDWESTERN STATE UNIVERSITY                                      ,Public,Dallas,7.7
3593,NAVARRO COLLEGE                                                  ,Public,Dallas,18
3594,UNIVERSITY OF NORTH TEXAS                                        ,Public,Dallas,5.8
3596,ODESSA COLLEGE                                                   ,Public,Dallas,15.7
3599,UNIVERSITY OF TEXAS RIO GRANDE VALLEY                            ,Public,Dallas,0.7
3600,PANOLA COLLEGE                                                   ,Public,Dallas,5.7
3601,PARIS JUNIOR COLLEGE                                             ,Public,Dallas,6.3
3603,RANGER COLLEGE                                                   ,Public,Dallas,15
3606,SAM HOUSTON STATE UNIVERSITY                                     ,Public,Dallas,6.2
3608,SAINT PHILIP'S COLLEGE                                           ,Public,Dallas,8.6
3609,SAN JACINTO COMMUNITY COLLEGE DISTRICT                           ,Public,Dallas,10.1
3611,SOUTH PLAINS COLLEGE                                             ,Public,Dallas,10.6
3612,UNIVERSITY OF HOUSTON - DOWNTOWN                                 ,Public,Dallas,4.3
3614,SOUTHWEST TEXAS JUNIOR COLLEGE                                   ,Public,Dallas,15.4
3615,TEXAS STATE UNIVERSITY                                           ,Public,Dallas,5.2
3624,STEPHEN F AUSTIN STATE UNIVERSITY                                ,Public,Dallas,7.4
3625,SUL ROSS STATE UNIVERSITY                                        ,Public,Dallas,11.6
3626,TARRANT COUNTY COLLEGE DISTRICT                                  ,Public,Dallas,14.4
3627,TEMPLE COLLEGE                                                   ,Public,Dallas,12.1
3628,TEXARKANA COLLEGE                                                ,Public,Dallas,17.6
3630,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY                ,Public,Dallas,10.6
3631,TARLETON STATE UNIVERSITY                                        ,Public,Dallas,7.2
3632,TEXAS A&M UNIVERSITY                                             ,Public,Dallas,2.2
3634,TEXAS STATE TECHNICAL COLLEGE                                    ,Public,Dallas,6.7
3639,TEXAS A&M UNIVERSITY - KINGSVILLE                                ,Public,Dallas,6.3
3642,TEXAS SOUTHERN UNIVERSITY                                        ,Public,Dallas,8.1
3644,TEXAS TECH UNIVERSITY                                            ,Public,Dallas,4.5
3646,TEXAS WOMAN'S UNIVERSITY                                         ,Public,Dallas,5.1
3648,TYLER JUNIOR COLLEGE                                             ,Public,Dallas,19.2
3652,UNIVERSITY OF HOUSTON                                            ,Public,Dallas,4.4
3656,UNIVERSITY OF TEXAS AT ARLINGTON                                 ,Public,Dallas,4.6
3658,UNIVERSITY OF TEXAS AT AUSTIN                                    ,Public,Dallas,2.3
3659,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO         ,Public,Dallas,0.5
3661,UNIVERSITY OF TEXAS AT EL PASO                                   ,Public,Dallas,7.1
3662,VICTORIA COLLEGE                                                 ,Public,Dallas,11.4
3664,WEATHERFORD COLLEGE                                              ,Public,Dallas,5.7
3665,WEST TEXAS A&M UNIVERSITY                                        ,Public,Dallas,6.4
3668,WHARTON COUNTY JUNIOR COLLEGE                                    ,Public,Dallas,9.1
4003,CENTRAL TEXAS COLLEGE DISTRICT                                   ,Public,Dallas,12.3
4453,DALLAS COLLEGE                                                   ,Public,Dallas,12.5
4625,DELGADO COMMUNITY COLLEGE                                        ,Public,Dallas,16.3
4742,CENTRAL NEW MEXICO COMMUNITY COLLEGE                             ,Public,Dallas,14.2
4743,CLOVIS COMMUNITY COLLEGE                                         ,Public,Dallas,4.3
4951,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON             ,Public,Dallas,0.8
4952,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON                  ,Public,Dallas,1.1
4972,GALVESTON COLLEGE                                                ,Public,Dallas,11.1
5245,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON            ,Public,Dallas,6.2
5339,METRO TECHNOLOGY CENTERS SCHOOL DISTRICT #22                     ,Public,Dallas,10.6
5467,SOWELA TECHNICAL COMMUNITY COLLEGE                               ,Public,Dallas,22.9
5489,CENTRAL LOUISIANA TECHNICAL COMMUNITY COLLEGE                    ,Public,Dallas,20.2
5707,SOUTHEAST ARKANSAS COLLEGE                                       ,Public,Dallas,7.8
5732,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE-TEXARKANA       ,Public,Dallas,5
5761,L. E. FLETCHER TECHNICAL COMMUNITY COLLEGE                       ,Public,Dallas,10.8
6756,NORTHSHORE TECHNICAL COMMUNITY COLLEGE                           ,Public,Dallas,21.1
7096,COLLEGE OF THE MAINLAND                                          ,Public,Dallas,10.4
7287,BRAZOSPORT COLLEGE                                               ,Public,Dallas,11.1
7686,SOUTHERN UNIVERSITY AT SHREVEPORT - BOSSIER CITY                 ,Public,Dallas,20.2
7738,SOUTHERN ARKANSAS UNIVERSITY TECH                                ,Public,Dallas,14.3
8067,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER IN SHREVEPORT  ,Public,Dallas,0.4
9163,SAN ANTONIO COLLEGE                                              ,Public,Dallas,8.1
9185,ROSE STATE COLLEGE                                               ,Public,Dallas,13.7
9549,WESTERN TEXAS COLLEGE                                            ,Public,Dallas,20.1
9647,OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY                        ,Public,Dallas,9.9
9651,TEXAS A&M INTERNATIONAL UNIVERSITY                               ,Public,Dallas,5.6
9741,UNIVERSITY OF TEXAS AT DALLAS                                    ,Public,Dallas,3.8
9763,TULSA COMMUNITY COLLEGE                                          ,Public,Dallas,5.7
9768,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH    ,Public,Dallas,0.7
9797,MIDLAND COLLEGE                                                  ,Public,Dallas,9.3
9930,UNIVERSITY OF TEXAS OF THE PERMIAN BASIN                         ,Public,Dallas,6.2
9962,LUNA COMMUNITY COLLEGE                                           ,Public,Dallas,25
9976,ARKANSAS STATE UNIVERSITY THREE RIVERS                           ,Public,Dallas,7.2
10019,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER (THE)            ,Public,Dallas,0.3
10060,VERNON COLLEGE                                                   ,Public,Dallas,12.7
10115,UNIVERSITY OF TEXAS AT SAN ANTONIO                               ,Public,Dallas,5
10387,EL PASO COMMUNITY COLLEGE                                        ,Public,Dallas,10.1
10391,OKLAHOMA CITY COMMUNITY COLLEGE                                  ,Public,Dallas,13.3
10633,HOUSTON COMMUNITY COLLEGE                                        ,Public,Dallas,12.7
10674,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER                     ,Public,Dallas,1
11145,LONE STAR COLLEGE SYSTEM                                         ,Public,Dallas,12.3
11161,TEXAS A&M UNIVERSITY - CORPUS CHRISTI                            ,Public,Dallas,6.7
11163,UNIVERSITY OF TEXAS AT TYLER                                     ,Public,Dallas,4.8
11282,OKLAHOMA STATE UNIVERSITY CENTER FOR HEALTH SCIENCES             ,Public,Dallas,1.6
11711,UNIVERSITY OF HOUSTON - CLEAR LAKE                               ,Public,Dallas,4.5
12015,AUSTIN COMMUNITY COLLEGE                                         ,Public,Dallas,9.9
12105,NATIONAL PARK COLLEGE                                            ,Public,Dallas,13.2
12260,EAST ARKANSAS COMMUNITY COLLEGE                                  ,Public,Dallas,17.7
12261,NORTH ARKANSAS COLLEGE                                           ,Public,Dallas,11.5
12860,ARKANSAS NORTHEASTERN COLLEGE                                    ,Public,Dallas,7.1
13231,UNIVERSITY OF HOUSTON - VICTORIA                                 ,Public,Dallas,8
20522,BLACK RIVER TECHNICAL COLLEGE                                    ,Public,Dallas,6.8
20554,BOSSIER PARISH COMMUNITY COLLEGE                                 ,Public,Dallas,19.3
20735,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE           ,Public,Dallas,11.6
20746,SOUTH ARKANSAS COMMUNITY COLLEGE                                 ,Public,Dallas,6.9
20753,UNIVERSITY OF ARKANSAS - PULASKI TECHNICAL COLLEGE               ,Public,Dallas,5.1
20839,NORTHERN NEW MEXICO COLLEGE                                      ,Public,Dallas,18.3
20870,OZARKA COLLEGE                                                   ,Public,Dallas,11.5
21464,INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTSDEVELO,Public,Dallas,11.1
21661,ELAINE P. NUNEZ COMMUNITY COLLEGE                                ,Public,Dallas,19.7
22227,FRANCIS TUTTLE TECHNOLOGY CENTER SCHOOL DISTRICT NO. 21          ,Public,Dallas,8
22781,SANTA FE COMMUNITY COLLEGE                                       ,Public,Dallas,6.9
23154,NORTHEAST TEXAS COMMUNITY COLLEGE                                ,Public,Dallas,9.5
23413,PALO ALTO COLLEGE                                                ,Public,Dallas,8.1
23485,LAMAR STATE COLLEGE - PORT ARTHUR                                ,Public,Dallas,11.4
23582,LAMAR STATE COLLEGE - ORANGE                                     ,Public,Dallas,11.9
23614,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT                         ,Public,Dallas,13.3
25554,UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER                    ,Public,Dallas,2.4
30633,NORTHWEST ARKANSAS COMMUNITY COLLEGE                             ,Public,Dallas,12.5
30646,TEXAS SOUTHMOST COLLEGE                                          ,Public,Dallas,0.5
31703,TEXAS A & M UNIVERSITY - TEXARKANA                               ,Public,Dallas,10.7
33723,NORTHWEST VISTA COLLEGE                                          ,Public,Dallas,9.3
36273,LAMAR INSTITUTE OF TECHNOLOGY                                    ,Public,Dallas,7.9
37303,BATON ROUGE COMMUNITY COLLEGE                                    ,Public,Dallas,14.8
37894,RIVER PARISHES COMMUNITY COLLEGE                                 ,Public,Dallas,4.2
39563,SOUTH LOUISIANA COMMUNITY COLLEGE                                ,Public,Dallas,15.6
41301,LOUISIANA DELTA COMMUNITY COLLEGE                                ,Public,Dallas,18.2
42034,ARKANSAS STATE UNIVERSITY - NEWPORT                              ,Public,Dallas,4.4
42295,TEXAS A&M UNIVERSITY - CENTRAL TEXAS                             ,Public,Dallas,4.8
42421,UNIVERSITY OF NORTH TEXAS AT DALLAS                              ,Public,Dallas,5
42439,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER (THE)         ,Public,Dallas,11.1
42485,TEXAS A&M UNIVERSITY-SAN ANTONIO                                 ,Public,Dallas,7.4
42544,ARKANSAS STATE UNIVERSITY - MOUNTAIN HOME                        ,Public,Dallas,16.2
42636,NORTHEAST LAKEVIEW COLLEGE                                       ,Public,Dallas,10.5
42808,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER EL PASO             ,Public,Dallas,1
1087,ARKANSAS BAPTIST COLLEGE                                         ,Private,Dallas,21
1088,LYON COLLEGE                                                     ,Private,Dallas,8.2
1093,CENTRAL BAPTIST COLLEGE                                          ,Private,Dallas,10.4
1094,UNIVERSITY OF THE OZARKS                                         ,Private,Dallas,20.3
